Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
56,No,Travel_Frequently,Sales,12,3,Marketing,3,Male,2,1,Manufacturing Director,3,Divorced,11102,9,Yes,12,3,3,0,5,1,1,28,25,7,3
20,No,Travel_Frequently,Research & Development,23,3,Technical Degree,2,Female,3,3,Research Director,3,Single,18053,3,Yes,19,3,2,2,0,2,1,6,4,6,5
49,Yes,Travel_Rarely,Sales,27,2,Medical,1,Male,1,1,Human Resources,1,Married,2283,2,No,23,4,1,0,11,3,3,27,23,3,9
27,No,Travel_Rarely,Research & Development,14,3,Other,2,Female,2,4,Laboratory Technician,4,Married,1923,8,No,11,4,3,3,37,2,4,8,6,1,11
27,Yes,Travel_Rarely,Research & Development,2,1,Technical Degree,2,Female,4,1,Manager,1,Single,2125,7,No,15,3,3,0,27,2,4,27,26,8,3
36,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,1,4,Research Director,4,Divorced,2529,5,Yes,15,3,2,0,16,1,4,5,4,3,5
51,No,Travel_Rarely,Sales,28,3,Medical,1,Male,1,2,Sales Representative,2,Divorced,9438,0,Yes,18,4,4,3,0,4,2,28,27,8,13
50,No,Travel_Rarely,Human Resources,18,2,Medical,3,Male,4,1,Human Resources,4,Single,17154,9,Yes,16,3,3,2,31,1,3,16,16,4,12
40,No,Travel_Frequently,Research & Development,20,4,Technical Degree,4,Female,4,4,Sales Representative,4,Divorced,9004,0,No,16,3,1,0,7,4,1,15,15,13,2
45,No,Non-Travel,Research & Development,8,2,Other,2,Female,2,3,Sales Executive,2,Married,10752,5,No,16,3,4,2,39,3,1,22,19,11,14
49,No,Travel_Rarely,Research & Development,3,4,Marketing,1,Female,2,2,Human Resources,3,Single,11592,2,No,14,4,4,2,23,1,3,30,27,14,2
24,No,Travel_Rarely,Research & Development,26,3,Marketing,3,Male,3,1,Healthcare Representative,2,Married,4864,2,Yes,11,4,3,1,9,1,1,2,0,11,4
46,No,Travel_Rarely,Research & Development,6,1,Technical Degree,3,Female,3,4,Manager,1,Married,1226,5,No,13,3,2,2,38,5,1,20,19,10,12
25,No,Travel_Rarely,Research & Development,22,4,Technical Degree,2,Male,1,1,Research Scientist,1,Married,16036,2,No,23,3,4,2,38,0,3,25,22,10,14
18,No,Travel_Rarely,Research & Development,13,5,Life Sciences,3,Female,4,4,Research Scientist,1,Married,12739,9,No,23,3,2,0,9,1,1,35,34,13,16
20,No,Travel_Frequently,Sales,9,2,Human Resources,3,Male,4,1,Manufacturing Director,1,Single,17648,5,No,20,3,3,2,35,5,4,36,34,6,5
41,No,Travel_Frequently,Research & Development,9,4,Other,1,Female,3,2,Manufacturing Director,1,Divorced,10587,4,No,22,3,1,2,24,0,2,21,21,11,17
40,No,Travel_Rarely,Research & Development,20,2,Medical,4,Female,1,2,Healthcare Representative,3,Divorced,12749,3,Yes,21,3,4,1,9,4,3,11,8,4,2
25,No,Travel_Rarely,Research & Development,9,1,Human Resources,1,Female,1,1,Sales Representative,3,Married,1645,7,Yes,16,3,1,1,18,4,2,12,8,14,8
54,No,Non-Travel,Sales,15,2,Medical,4,Male,3,1,Sales Executive,4,Single,17299,1,No,15,4,2,0,14,4,1,10,6,1,7
20,No,Travel_Frequently,Research & Development,13,2,Human Resources,4,Female,3,5,Manufacturing Director,1,Married,14675,6,Yes,20,3,2,0,15,5,1,15,11,5,10
50,Yes,Travel_Rarely,Research & Development,22,5,Marketing,4,Male,3,1,Human Resources,2,Married,19888,3,Yes,11,3,1,1,1,5,4,7,3,6,10
45,No,Travel_Rarely,Research & Development,16,2,Human Resources,3,Male,2,1,Research Director,1,Divorced,11964,1,Yes,15,3,3,1,28,0,3,39,35,13,7
25,No,Travel_Frequently,Research & Development,2,4,Technical Degree,1,Male,1,2,Laboratory Technician,3,Divorced,17087,6,Yes,12,4,3,3,3,4,1,39,35,14,0
51,No,Travel_Rarely,Sales,26,2,Other,3,Male,1,1,Manager,1,Divorced,14537,0,No,11,3,4,2,28,2,3,1,0,10,1
52,No,Travel_Rarely,Sales,14,3,Marketing,2,Female,1,3,Human Resources,3,Married,14269,3,No,14,3,4,0,30,1,3,29,26,12,3
49,No,Travel_Rarely,Research & Development,27,2,Human Resources,1,Male,3,1,Research Director,4,Divorced,10346,8,No,16,4,3,0,16,5,3,29,25,5,1
41,No,Travel_Frequently,Research & Development,6,3,Other,4,Male,3,5,Sales Representative,4,Single,1587,3,No,17,3,3,2,9,5,3,11,7,12,1
31,No,Travel_Rarely,Sales,2,2,Technical Degree,3,Male,3,4,Sales Representative,4,Married,13763,2,No,19,4,1,2,26,5,3,9,7,13,12
49,No,Travel_Rarely,Sales,8,2,Medical,3,Female,3,2,Sales Executive,3,Single,10177,9,No,15,4,2,0,14,0,2,10,7,2,5
33,Yes,Travel_Frequently,Research & Development,4,4,Life Sciences,1,Male,4,3,Healthcare Representative,1,Divorced,5079,9,No,18,4,2,1,30,4,4,14,12,9,3
21,No,Non-Travel,Sales,21,3,Other,1,Female,3,4,Sales Representative,1,Divorced,4348,1,No,18,3,4,1,20,2,3,15,14,7,14
54,Yes,Travel_Frequently,Research & Development,24,3,Medical,4,Male,2,3,Research Scientist,2,Single,19099,2,Yes,21,4,3,2,25,1,2,16,12,2,2
38,No,Travel_Rarely,Research & Development,14,5,Other,4,Female,4,2,Manager,3,Married,11785,0,No,19,3,1,0,37,1,1,25,25,13,3
31,No,Travel_Rarely,Research & Development,11,2,Other,2,Male,4,5,Research Scientist,2,Divorced,13328,9,No,13,3,4,2,35,4,3,1,0,4,16
48,No,Travel_Rarely,Sales,24,2,Other,4,Female,3,2,Laboratory Technician,4,Married,7450,7,No,13,3,1,1,16,2,1,11,7,8,5
35,No,Travel_Rarely,Research & Development,28,4,Technical Degree,3,Male,1,3,Sales Executive,1,Married,14230,0,No,19,3,3,3,2,0,3,25,23,10,1
24,No,Non-Travel,Sales,14,5,Marketing,2,Male,3,3,Laboratory Technician,3,Married,6433,2,No,17,3,3,3,13,5,2,22,21,4,12
27,Yes,Travel_Frequently,Research & Development,12,5,Other,2,Male,1,2,Sales Representative,2,Married,2098,2,No,14,3,3,1,12,5,2,17,15,14,14
24,No,Travel_Rarely,Sales,16,4,Technical Degree,2,Female,3,1,Healthcare Representative,2,Divorced,8096,1,Yes,11,3,2,2,26,4,2,31,28,6,4
50,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Female,3,2,Manufacturing Director,2,Married,19710,4,No,17,3,3,3,0,1,4,37,36,10,5
40,Yes,Travel_Rarely,Research & Development,20,1,Marketing,4,Female,1,5,Research Director,1,Single,12439,9,No,20,3,4,1,16,5,1,2,1,13,16
38,Yes,Travel_Rarely,Research & Development,1,4,Technical Degree,2,Male,1,2,Research Director,1,Single,10087,2,No,16,3,2,0,33,1,4,37,36,6,0
36,Yes,Travel_Rarely,Research & Development,12,3,Life Sciences,1,Male,1,4,Sales Executive,1,Single,17021,2,Yes,13,3,1,2,13,1,3,2,0,4,1
36,No,Travel_Rarely,Research & Development,7,5,Marketing,1,Male,1,1,Human Resources,3,Married,7416,7,No,24,3,4,2,16,4,1,29,25,1,0
53,No,Travel_Rarely,Research & Development,8,4,Technical Degree,2,Male,2,4,Human Resources,1,Divorced,7980,3,No,15,3,4,3,2,3,2,0,0,4,7
46,No,Travel_Frequently,Research & Development,9,1,Life Sciences,2,Female,1,2,Research Scientist,3,Married,19058,3,Yes,13,3,1,2,33,3,1,29,25,6,3
35,No,Travel_Rarely,Research & Development,2,2,Technical Degree,3,Male,3,1,Research Scientist,2,Divorced,12101,2,No,18,3,2,3,39,3,2,31,27,6,17
19,No,Travel_Rarely,Research & Development,17,4,Life Sciences,2,Male,3,4,Research Director,2,Divorced,8950,0,Yes,15,4,4,3,24,2,4,27,23,3,8
18,No,Travel_Frequently,Sales,20,1,Other,3,Male,2,4,Manager,4,Married,10122,7,No,20,3,4,1,1,4,4,20,17,0,14
22,Yes,Travel_Rarely,Sales,13,1,Other,2,Female,1,1,Laboratory Technician,1,Married,13576,0,No,20,3,4,3,33,1,2,12,12,5,15
37,Yes,Travel_Rarely,Research & Development,5,4,Marketing,2,Male,3,1,Research Scientist,2,Married,2089,6,No,16,3,2,0,25,5,2,26,25,12,2
28,No,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Female,2,3,Healthcare Representative,1,Single,5578,4,Yes,12,3,2,2,30,2,3,35,35,14,0
59,No,Travel_Frequently,Sales,12,4,Other,2,Male,3,1,Research Director,3,Married,10127,3,No,18,3,2,3,8,3,4,6,3,13,12
19,No,Travel_Frequently,Sales,17,5,Marketing,2,Female,2,2,Manager,2,Married,11487,3,Yes,19,3,4,2,29,0,4,21,17,2,13
20,No,Travel_Frequently,Research & Development,21,1,Medical,3,Male,2,5,Laboratory Technician,1,Married,1155,7,Yes,13,3,3,3,19,2,3,9,6,10,5
40,Yes,Travel_Rarely,Sales,6,1,Other,3,Male,4,3,Human Resources,2,Married,2958,5,Yes,23,3,1,1,20,2,4,38,35,4,4
29,No,Travel_Frequently,Sales,3,2,Other,4,Female,4,1,Research Director,2,Single,11693,0,Yes,16,3,3,0,28,4,2,14,14,3,4
37,No,Travel_Rarely,Research & Development,28,1,Human Resources,2,Male,1,5,Manager,1,Married,7344,9,No,16,3,2,2,24,5,1,14,13,14,3
22,No,Travel_Rarely,Research & Development,15,2,Technical Degree,2,Female,4,3,Sales Executive,2,Married,6779,7,No,12,3,4,1,37,2,1,3,1,12,11
54,Yes,Non-Travel,Sales,7,1,Medical,3,Female,2,2,Research Scientist,2,Single,4830,1,No,20,3,4,2,24,5,4,31,29,1,13
55,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1,Male,3,5,Manufacturing Director,2,Married,10046,5,No,18,3,3,1,8,4,3,22,21,11,13
47,No,Non-Travel,Research & Development,4,4,Marketing,1,Female,3,1,Research Scientist,2,Single,10794,8,No,15,4,3,0,38,0,2,5,1,14,10
26,No,Travel_Frequently,Research & Development,19,4,Medical,1,Female,1,1,Laboratory Technician,3,Divorced,1441,0,No,21,4,1,3,25,1,1,23,20,6,9
51,No,Travel_Rarely,Sales,5,5,Life Sciences,3,Female,4,2,Research Director,2,Single,15478,5,No,21,3,4,1,36,1,2,19,15,13,9
52,No,Travel_Rarely,Research & Development,3,3,Other,3,Male,1,3,Human Resources,4,Married,5628,7,No,18,3,3,2,15,3,4,36,33,4,8
39,No,Travel_Rarely,Research & Development,26,5,Human Resources,1,Male,2,5,Manager,2,Married,7370,9,Yes,24,3,1,2,36,3,4,19,17,14,1
41,Yes,Travel_Rarely,Research & Development,25,1,Marketing,1,Male,4,2,Manufacturing Director,1,Single,10528,1,No,23,4,2,1,11,0,1,11,10,13,13
34,Yes,Travel_Rarely,Research & Development,9,5,Marketing,2,Female,1,3,Research Scientist,4,Married,18332,4,Yes,24,3,3,0,23,1,4,32,32,6,6
27,No,Travel_Frequently,Research & Development,6,4,Medical,3,Female,3,4,Sales Representative,3,Married,12565,5,No,18,3,2,0,25,3,3,27,27,8,16
47,No,Travel_Rarely,Research & Development,13,1,Technical Degree,3,Male,3,4,Sales Representative,4,Single,9179,4,No,22,3,1,3,19,5,4,7,6,3,7
40,No,Travel_Rarely,Research & Development,27,1,Life Sciences,1,Male,1,3,Human Resources,4,Single,17013,2,No,13,3,2,3,8,2,4,0,0,4,3
49,No,Travel_Rarely,Research & Development,22,5,Human Resources,1,Female,1,1,Healthcare Representative,4,Married,17843,3,Yes,15,3,4,2,22,4,4,36,33,8,4
34,No,Travel_Rarely,Research & Development,28,2,Human Resources,4,Female,1,1,Manufacturing Director,1,Single,1392,6,No,17,3,4,2,38,3,2,21,21,12,12
34,No,Travel_Frequently,Research & Development,20,3,Medical,3,Female,2,4,Manager,1,Married,13130,3,Yes,15,3,2,3,28,0,2,5,3,9,6
31,No,Travel_Rarely,Research & Development,4,5,Technical Degree,4,Male,2,1,Research Scientist,1,Divorced,19171,8,No,16,3,4,3,30,1,1,20,19,10,5
26,No,Travel_Rarely,Research & Development,2,5,Technical Degree,2,Male,3,1,Research Scientist,3,Single,11449,9,Yes,12,3,1,3,18,0,1,31,27,13,16
57,No,Travel_Rarely,Sales,26,3,Technical Degree,4,Male,2,3,Human Resources,1,Married,18522,1,Yes,18,3,4,1,19,4,1,34,32,12,5
19,No,Travel_Rarely,Sales,4,1,Marketing,1,Male,2,3,Sales Representative,1,Married,8418,4,No,15,3,2,3,22,4,4,14,12,3,2
42,No,Travel_Rarely,Research & Development,8,1,Life Sciences,3,Female,4,1,Sales Representative,4,Married,3454,7,Yes,16,4,2,1,26,0,2,4,0,4,8
56,No,Travel_Frequently,Research & Development,13,2,Life Sciences,3,Male,2,3,Healthcare Representative,1,Married,18761,4,No,11,3,2,1,29,3,3,5,3,12,14
26,No,Travel_Rarely,Sales,10,5,Medical,4,Female,4,5,Sales Representative,2,Married,16223,9,No,20,3,3,3,20,3,4,24,24,4,7
39,Yes,Travel_Rarely,Research & Development,18,3,Other,4,Male,2,4,Human Resources,1,Single,7701,7,Yes,12,3,2,0,34,1,4,39,39,7,14
21,No,Travel_Rarely,Sales,9,5,Medical,2,Female,3,5,Healthcare Representative,3,Single,3597,7,No,21,3,1,0,6,5,4,28,28,14,0
43,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,1,5,Human Resources,3,Married,1141,8,Yes,14,3,4,2,21,1,3,6,4,12,7
46,No,Travel_Rarely,Sales,13,5,Marketing,1,Male,3,1,Sales Executive,2,Single,3659,9,No,21,3,4,3,9,2,1,39,37,14,3
51,No,Travel_Rarely,Research & Development,18,5,Medical,1,Male,2,1,Laboratory Technician,3,Single,10031,5,Yes,19,3,3,2,22,5,3,12,10,3,9
40,No,Travel_Rarely,Research & Development,15,4,Other,1,Male,1,5,Sales Representative,3,Married,16037,3,No,16,4,3,3,14,2,1,37,36,3,15
54,Yes,Travel_Rarely,Research & Development,2,4,Human Resources,4,Female,1,5,Manufacturing Director,4,Single,14970,2,Yes,18,3,1,2,29,1,3,17,13,12,17
28,No,Travel_Rarely,Sales,11,3,Medical,4,Male,1,2,Research Scientist,2,Single,6661,4,No,12,3,2,1,33,5,2,1,0,6,3
23,No,Travel_Frequently,Research & Development,29,1,Technical Degree,3,Female,4,2,Laboratory Technician,4,Single,7142,5,No,20,3,3,3,12,5,4,7,3,10,7
35,No,Travel_Rarely,Research & Development,14,2,Other,1,Female,3,4,Sales Representative,4,Single,13109,2,No,15,3,4,0,3,2,4,10,7,4,3
38,Yes,Travel_Rarely,Research & Development,22,4,Technical Degree,4,Female,4,5,Research Director,1,Divorced,9787,1,No,22,3,3,3,17,0,4,32,32,5,9
59,No,Travel_Rarely,Research & Development,15,1,Marketing,3,Female,1,3,Human Resources,2,Single,11096,6,No,22,3,3,2,22,3,1,37,36,5,3
53,No,Non-Travel,Research & Development,14,3,Life Sciences,1,Male,3,2,Manager,1,Married,9472,4,No,23,3,2,2,32,5,3,26,22,11,15
58,No,Travel_Rarely,Sales,16,5,Medical,2,Male,3,1,Human Resources,1,Married,17807,8,Yes,11,3,3,2,33,5,2,19,19,5,11
55,No,Travel_Rarely,Sales,23,3,Medical,2,Female,2,5,Manufacturing Director,4,Married,5249,2,No,14,4,1,2,33,2,3,11,10,13,9
51,No,Travel_Rarely,Research & Development,29,3,Technical Degree,4,Female,4,3,Healthcare Representative,3,Single,15949,7,No,20,3,4,2,35,5,4,30,30,9,10
34,No,Travel_Frequently,Research & Development,15,4,Technical Degree,3,Male,4,3,Sales Executive,2,Divorced,2750,5,No,11,3,2,2,34,2,2,26,24,4,1
54,No,Travel_Rarely,Research & Development,19,2,Life Sciences,2,Female,2,3,Human Resources,3,Married,19351,3,No,21,3,4,0,16,0,2,31,29,12,15
42,No,Non-Travel,Research & Development,27,4,Medical,3,Male,4,1,Human Resources,4,Single,5088,8,No,21,3,1,2,27,5,4,9,9,12,11
55,No,Travel_Rarely,Research & Development,9,5,Life Sciences,3,Female,1,2,Human Resources,4,Single,16282,4,Yes,19,4,1,0,13,4,3,2,1,4,3
29,No,Travel_Rarely,Sales,5,4,Technical Degree,2,Male,1,3,Laboratory Technician,4,Married,10641,9,No,12,3,3,3,33,1,4,26,26,8,16
40,No,Travel_Rarely,Research & Development,5,5,Human Resources,3,Female,4,2,Research Director,4,Divorced,6075,5,Yes,17,4,3,1,10,0,3,34,31,12,11
59,No,Travel_Rarely,Research & Development,11,4,Technical Degree,2,Female,2,4,Laboratory Technician,4,Married,11412,8,No,13,3,3,0,12,4,2,30,29,7,15
39,Yes,Non-Travel,Research & Development,28,2,Other,4,Female,3,1,Manager,4,Married,16686,6,No,24,4,4,3,32,0,2,14,13,14,2
38,No,Travel_Frequently,Research & Development,20,1,Technical Degree,1,Male,4,2,Healthcare Representative,3,Single,8230,4,No,12,3,1,1,1,3,4,15,15,3,1
44,No,Travel_Rarely,Sales,25,2,Technical Degree,1,Male,3,2,Research Director,1,Married,16432,1,No,23,4,2,0,33,0,2,12,8,6,6
48,No,Travel_Rarely,Sales,24,4,Human Resources,4,Male,2,3,Laboratory Technician,3,Single,12002,3,No,14,3,3,0,28,0,1,34,34,7,5
23,No,Travel_Frequently,Research & Development,28,3,Life Sciences,2,Female,3,3,Sales Executive,2,Married,14947,1,Yes,17,3,4,3,36,3,2,10,6,11,0
44,No,Travel_Rarely,Human Resources,4,1,Other,2,Female,2,1,Human Resources,3,Single,14686,2,No,17,3,3,2,3,5,1,20,19,8,14
57,No,Travel_Rarely,Research & Development,20,3,Other,2,Male,2,2,Human Resources,4,Single,18915,9,Yes,19,3,1,0,11,1,2,10,8,4,11
51,No,Travel_Rarely,Research & Development,18,2,Medical,2,Male,1,5,Laboratory Technician,3,Married,14074,2,No,22,3,2,0,25,4,4,29,27,2,12
29,No,Travel_Rarely,Research & Development,25,1,Human Resources,4,Female,1,3,Research Scientist,1,Married,5493,3,No,23,3,1,3,27,2,4,34,34,14,7
24,No,Travel_Frequently,Research & Development,3,4,Marketing,1,Male,2,3,Manufacturing Director,2,Married,18317,5,Yes,13,4,4,2,2,1,1,21,17,12,8
27,No,Travel_Rarely,Human Resources,4,3,Medical,3,Female,4,4,Research Director,3,Divorced,2460,2,Yes,17,3,3,1,19,0,4,37,37,3,0
34,No,Travel_Rarely,Research & Development,14,4,Medical,3,Male,1,1,Manager,1,Single,15140,9,No,16,3,1,2,9,2,2,30,27,14,4
43,No,Travel_Frequently,Research & Development,7,5,Medical,1,Male,2,2,Sales Executive,3,Married,11704,0,No,20,4,4,2,17,3,2,13,13,9,6
38,No,Travel_Rarely,Research & Development,26,1,Other,4,Male,3,2,Research Director,2,Married,17669,0,No,17,3,3,3,26,1,4,23,23,5,17
45,No,Travel_Rarely,Research & Development,8,3,Life Sciences,3,Female,3,2,Healthcare Representative,3,Married,17648,8,Yes,17,3,2,2,30,5,2,31,31,9,7
19,Yes,Travel_Frequently,Research & Development,24,2,Technical Degree,1,Male,4,3,Manager,4,Divorced,7816,8,Yes,20,4,1,3,26,4,3,35,35,10,9
18,No,Travel_Rarely,Research & Development,16,2,Other,4,Male,3,1,Healthcare Representative,3,Single,12639,4,No,15,3,3,1,0,1,3,31,27,4,7
53,No,Travel_Rarely,Sales,20,2,Technical Degree,3,Male,3,2,Healthcare Representative,1,Single,15424,8,No,19,3,3,0,5,1,2,14,10,8,11
43,Yes,Travel_Rarely,Research & Development,15,2,Technical Degree,2,Female,2,5,Laboratory Technician,3,Married,14965,6,Yes,17,3,3,0,10,5,4,34,30,12,15
46,No,Travel_Frequently,Research & Development,7,3,Marketing,2,Male,3,4,Manufacturing Director,1,Married,19146,8,No,17,4,3,3,33,2,1,2,0,10,11
38,No,Travel_Rarely,Research & Development,26,5,Medical,4,Male,3,4,Healthcare Representative,2,Single,12240,6,Yes,22,4,1,3,38,3,4,15,12,10,2
28,No,Travel_Rarely,Sales,17,2,Marketing,2,Male,3,2,Research Scientist,3,Married,1040,8,No,24,4,3,2,19,5,1,4,4,13,17
57,No,Travel_Rarely,Research & Development,22,2,Medical,4,Female,3,3,Manager,2,Married,6827,1,No,13,3,4,2,20,3,4,20,16,2,4
28,No,Travel_Frequently,Research & Development,22,2,Other,1,Male,2,4,Research Scientist,2,Married,9259,7,No,11,3,1,0,20,5,2,9,6,1,13
53,No,Travel_Rarely,Research & Development,22,5,Technical Degree,1,Female,3,4,Manufacturing Director,3,Single,18371,6,No,24,3,3,0,17,1,3,18,16,5,15
56,No,Travel_Frequently,Research & Development,12,1,Marketing,3,Female,4,4,Sales Executive,1,Single,15849,5,No,24,3,1,0,20,3,4,24,24,12,5
57,Yes,Travel_Rarely,Research & Development,18,2,Human Resources,4,Female,1,4,Manufacturing Director,2,Single,17232,4,Yes,15,3,4,3,18,2,1,3,2,6,15
52,No,Travel_Rarely,Research & Development,24,2,Other,3,Female,4,2,Sales Representative,2,Married,8804,3,Yes,18,3,4,1,3,2,3,28,24,4,13
51,No,Non-Travel,Sales,14,2,Other,3,Male,1,1,Research Director,3,Single,6374,6,No,15,4,1,1,12,4,1,18,18,0,4
41,No,Travel_Rarely,Research & Development,15,1,Human Resources,1,Male,4,1,Research Scientist,3,Divorced,3524,2,No,20,3,3,3,17,3,2,1,1,2,13
39,No,Travel_Rarely,Research & Development,15,2,Medical,3,Male,1,3,Laboratory Technician,3,Single,10277,7,No,13,3,3,2,28,4,3,9,8,2,10
22,No,Travel_Rarely,Sales,5,1,Technical Degree,2,Male,1,5,Sales Executive,3,Divorced,19863,1,No,19,4,4,1,24,5,1,24,22,11,8
50,No,Travel_Rarely,Research & Development,16,1,Medical,3,Female,1,1,Sales Representative,3,Married,10885,0,No,12,4,3,2,12,0,4,19,16,13,6
53,No,Travel_Rarely,Research & Development,5,4,Medical,4,Female,1,5,Manufacturing Director,4,Single,1778,1,Yes,13,3,4,0,26,2,2,18,15,3,4
37,No,Non-Travel,Research & Development,2,4,Other,2,Female,2,1,Research Director,3,Single,2492,8,No,22,3,3,0,18,1,2,22,21,13,14
36,No,Travel_Frequently,Research & Development,20,2,Medical,1,Female,4,1,Healthcare Representative,1,Married,18044,4,No,14,3,4,2,0,2,2,23,22,9,12
52,No,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Female,1,3,Human Resources,2,Married,18732,7,No,20,3,2,0,37,0,4,10,7,5,11
34,No,Travel_Frequently,Research & Development,25,4,Human Resources,2,Female,4,4,Manager,1,Married,14615,2,No,11,3,3,3,18,1,4,33,31,4,14
51,No,Travel_Rarely,Sales,9,4,Human Resources,4,Male,3,3,Research Scientist,1,Married,13132,6,Yes,21,3,3,2,0,3,3,27,25,0,9
26,Yes,Travel_Rarely,Research & Development,22,3,Technical Degree,2,Male,1,1,Sales Executive,4,Married,11178,1,No,14,4,3,2,39,3,4,4,4,14,16
43,No,Travel_Rarely,Research & Development,27,5,Human Resources,4,Female,4,4,Sales Executive,3,Married,8851,7,No,14,3,1,2,16,2,3,4,3,5,15
19,No,Travel_Rarely,Research & Development,9,2,Medical,4,Female,2,4,Human Resources,2,Married,17288,6,No,19,3,3,1,20,1,2,20,19,13,4
26,No,Travel_Rarely,Research & Development,4,5,Medical,2,Female,4,4,Sales Executive,1,Single,8156,4,Yes,18,3,1,2,21,5,3,11,10,13,3
26,Yes,Travel_Frequently,Sales,15,5,Marketing,1,Male,1,5,Laboratory Technician,3,Divorced,3044,3,Yes,12,3,1,2,14,1,1,3,0,8,9
57,No,Travel_Frequently,Research & Development,11,1,Technical Degree,1,Male,3,1,Research Scientist,3,Divorced,8368,0,Yes,23,3,4,2,38,4,2,19,16,10,5
34,No,Travel_Rarely,Research & Development,1,1,Technical Degree,4,Male,4,2,Manufacturing Director,4,Divorced,14635,4,No,17,3,1,1,38,0,2,37,34,0,10
18,No,Travel_Rarely,Sales,18,2,Human Resources,4,Male,3,3,Sales Executive,4,Single,10168,8,No,16,4,1,0,31,3,3,24,22,7,10
42,No,Travel_Rarely,Research & Development,29,3,Medical,1,Female,2,5,Sales Executive,4,Divorced,18111,9,No,17,3,2,1,3,2,2,13,10,7,15
57,No,Non-Travel,Sales,1,1,Life Sciences,1,Male,4,3,Manufacturing Director,2,Divorced,12328,3,No,21,3,3,3,31,1,4,10,10,2,13
59,Yes,Travel_Rarely,Research & Development,8,4,Marketing,3,Male,4,2,Manufacturing Director,1,Married,14319,8,No,14,3,1,2,3,3,1,31,28,14,3
42,No,Travel_Rarely,Sales,25,2,Life Sciences,1,Male,2,4,Sales Representative,4,Married,1342,1,No,24,3,3,3,0,2,3,10,8,12,4
56,No,Non-Travel,Sales,16,5,Medical,4,Male,2,2,Research Director,4,Divorced,2447,3,Yes,24,3,1,1,32,3,3,17,16,8,16
52,No,Travel_Rarely,Sales,26,2,Technical Degree,2,Male,2,3,Research Director,4,Divorced,7581,8,No,15,3,4,0,6,2,2,26,26,10,17
20,No,Travel_Rarely,Research & Development,28,1,Technical Degree,1,Female,1,2,Research Director,1,Married,12851,3,No,16,4,2,0,8,3,4,17,15,12,7
54,No,Travel_Rarely,Research & Development,22,3,Life Sciences,3,Female,1,1,Human Resources,1,Married,7317,4,Yes,19,3,1,2,0,5,2,22,18,12,3
47,No,Travel_Rarely,Sales,18,5,Other,3,Female,4,2,Sales Executive,4,Divorced,17910,7,Yes,12,3,3,0,15,4,2,10,9,10,17
55,No,Travel_Rarely,Research & Development,22,3,Medical,3,Female,4,1,Human Resources,4,Single,11088,0,No,21,3,4,1,17,0,3,20,17,7,10
51,Yes,Travel_Rarely,Sales,9,2,Technical Degree,2,Female,4,2,Research Director,3,Single,13946,0,No,19,3,3,1,5,3,2,4,2,2,13
29,No,Travel_Rarely,Sales,12,3,Human Resources,1,Male,3,1,Sales Executive,4,Divorced,17789,8,No,20,3,4,0,1,0,1,22,18,9,12
36,No,Travel_Rarely,Research & Development,19,3,Other,1,Male,2,1,Sales Representative,2,Divorced,15567,8,Yes,11,3,2,2,8,3,2,24,22,4,15
54,No,Travel_Rarely,Sales,25,2,Technical Degree,1,Male,4,2,Human Resources,2,Divorced,15868,3,No,14,3,4,2,3,1,2,9,6,2,11
34,No,Travel_Rarely,Research & Development,18,5,Human Resources,2,Male,2,5,Manufacturing Director,4,Married,10765,1,No,22,3,3,1,22,4,3,21,19,4,8
27,No,Travel_Rarely,Research & Development,27,3,Technical Degree,2,Male,1,4,Human Resources,1,Married,13466,8,Yes,15,4,3,0,7,5,2,18,14,8,6
29,No,Travel_Frequently,Sales,5,3,Other,4,Male,2,4,Sales Executive,3,Divorced,19230,3,No,19,3,1,1,38,4,4,0,0,14,9
33,Yes,Travel_Rarely,Research & Development,27,2,Life Sciences,3,Male,3,4,Human Resources,1,Single,18862,5,Yes,16,3,4,1,24,0,3,6,6,11,16
41,Yes,Travel_Rarely,Research & Development,2,4,Medical,3,Female,3,1,Manager,4,Married,11587,0,No,14,3,3,3,15,1,2,3,3,3,17
36,Yes,Travel_Rarely,Research & Development,7,3,Other,1,Female,2,4,Manufacturing Director,2,Married,1771,8,Yes,12,3,1,1,34,2,1,0,0,5,6
25,Yes,Travel_Rarely,Sales,27,1,Other,2,Male,3,1,Healthcare Representative,3,Single,17300,4,Yes,15,3,2,2,16,4,1,14,10,2,2
48,Yes,Travel_Rarely,Research & Development,10,5,Technical Degree,2,Female,3,5,Sales Representative,1,Single,9770,2,No,18,3,3,0,17,5,3,39,35,2,14
